0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.2140846569718531,-0.0084680052634199,0.0161017846627001,0.0203292844002197,0.0120645726041684,0.018137676720257,-0.0262502604563618,0.0046411304001988,0.0110212491153157,0.0121512632806398,0.0092205484289941,0.0836411738329188,0.0784493081806979,0.0046818997024371,-0.0135954608422313,-0.007200007236887
-0.2142491818574928,-0.0089515181351921,0.0170571644468877,0.0186577463033701,0.0118113587157528,0.0181820648753556,-0.0271521415495038,0.0046262516085247,0.0109876464524676,0.0123723167181796,0.0094105894366017,0.083132466828484,0.0794977064121403,0.0046659378978928,-0.0135571394830208,-0.0070346437771449
-0.2141013401455616,-0.0084419835734027,0.0160455499926015,0.0204137498714226,0.0120064227363235,0.0181534867084431,-0.0264494323354108,0.0046256546687844,0.0109817532682358,0.0120967224500604,0.0094814426509472,0.0838492614363751,0.0786779088936369,0.0046532498158557,-0.0134659366092572,-0.0071819132540581
-0.2140820448839768,-0.0084461199674849,0.0160541309447049,0.020380177322888,0.0120193085295389,0.0181494619024158,-0.0264257203292522,0.0046495170958701,0.0110372618206801,0.0121885425911799,0.0092214015049921,0.0838837583087343,0.0786222769966073,0.0046892753012438,-0.013575269335011,-0.0071898969006787
-0.2141053579053002,-0.0085079522444166,0.0161827273101761,0.0201879798271816,0.012057700042358,0.0181047094638496,-0.026239272512497,0.0046340099558648,0.0110048734108134,0.0121727330559188,0.0092512783162045,0.0834513269832313,0.0785065509001091,0.0046769741872146,-0.013596288344444,-0.0071946520163979
-0.2142550446086056,-0.0088747435991191,0.0169073972767107,0.0190594991085631,0.0118901461685014,0.0181419435903649,-0.0268553745788941,0.0046186824206703,0.0109689179326391,0.0123338083441579,0.0093441452513664,0.0830287922733465,0.0791466114753411,0.0046677035876406,-0.0135708742074938,-0.0070765310767773
-0.2139076819207104,-0.0095270104207242,0.0181513325096581,0.0138775596502056,0.0110421045148211,0.017191907368342,-0.029060664388503,0.0048861619532531,0.0116933365516102,0.0114812569400336,0.0091370971195404,0.085494190544595,0.079290517784993,0.0047556597308632,-0.0125923985657059,-0.0068665048294657
-0.2142421007816817,-0.0088787694843991,0.0169139658824707,0.0190868090814488,0.0118912002696737,0.0181600140602191,-0.0268584971400837,0.0046217669072303,0.0109759786566286,0.0122945043760692,0.0094187230455338,0.0831211088894594,0.0791308400295266,0.0046699887356645,-0.0135741609415704,-0.0070940836314436
-0.214100858167883,-0.0084403739990495,0.0160459373988892,0.0203797803689767,0.0120870179437909,0.018184090203484,-0.0262830739216183,0.0046471713402253,0.0110369975643899,0.0121455189916403,0.0092017449504068,0.0837172228974002,0.0783639697128839,0.0046925201315791,-0.0135842524943438,-0.007246984978223
-0.2140702206358264,-0.0085607730161727,0.0162930063138619,0.0171360200087603,0.0120353762339713,0.0179632528897396,-0.0261518008879942,0.0045926678586721,0.0109231664181081,0.0119625816771835,0.0103271676444905,0.0836150860357351,0.0771635263169745,0.0047214159022772,-0.013576310488437,-0.007210225655746
-0.214175752953657,-0.009144845806022,0.0174076815418952,0.0131661913712973,0.011489354627656,0.0185932441042011,-0.028398339112788,0.0049782893320963,0.0119150396452642,0.0112937605701267,0.0087796187901524,0.0835630221488396,0.0761235644690774,0.0047739605627144,-0.0127094279322357,-0.007101302859445
-0.2141249028200044,-0.0085608316513425,0.0162857545697131,0.0199429181757197,0.0120162870561285,0.0181114518570849,-0.0263632577896666,0.0046363717716857,0.0110100206531375,0.0122255557331282,0.0093192880073614,0.0835581110676865,0.0787179269779052,0.0046766998902031,-0.0135856794000746,-0.0071678083822093
